,LotId,State,City,Zipcode,Baths,Beds,Price
2951,2575943463.0,DC,Washington,20002,Unknown,2,3696.0
2952,1050751888.0,DC,Washington,20009,Unknown,0,1664.0
2953,1050751888.0,DC,Washington,20009,Unknown,1,1950.0
2954,1050751888.0,DC,Washington,20009,Unknown,2,3500.0
2955,1001417397.0,DC,Washington,20036,Unknown,1,3125.0
2956,1001417397.0,DC,Washington,20036,Unknown,2,6225.0
2957,1008618436.0,DC,Washington,20008,Unknown,0,1540.0
2958,1008618436.0,DC,Washington,20008,Unknown,1,2050.0
2959,2060279324,DC,Washington,20009,1.0,,
2960,1049553509.0,DC,Washington,20016,Unknown,0,1689.0
2961,1049553509.0,DC,Washington,20016,Unknown,1,1875.0
2962,1049553509.0,DC,Washington,20016,Unknown,2,3150.0
2963,1004780475.0,DC,Washington,20037,Unknown,0,2721.0
2964,1004780475.0,DC,Washington,20037,Unknown,1,3061.0
2965,1004780475.0,DC,Washington,20037,Unknown,2,5220.0
2966,1004780475.0,DC,Washington,20037,Unknown,3,9179.0
2967,1050752553.0,DC,Washington,20037,Unknown,0,2085.0
2968,1050752553.0,DC,Washington,20037,Unknown,1,2500.0
2969,1050752553.0,DC,Washington,20037,Unknown,2,4500.0
2970,1049554293.0,DC,Washington,20009,Unknown,0,1309.0
2971,1049554293.0,DC,Washington,20009,Unknown,2,2525.0
2972,1001416999.0,DC,Washington,20009,Unknown,1,1922.0
2973,1001416999.0,DC,Washington,20009,Unknown,2,2184.0
2974,1008245802.0,DC,Washington,20001,Unknown,1,2792.0
2975,1008245802.0,DC,Washington,20001,Unknown,2,3400.0
2976,2060166518,DC,Washington,20009,1.0,,
2977,1049551090.0,DC,Washington,20009,Unknown,0,1495.0
2978,1049551090.0,DC,Washington,20009,Unknown,1,1875.0
2979,2059566476,DC,Washington,20011,1.0,,
2980,1001417271.0,DC,Washington,20009,Unknown,0,1653.0
2981,1001417271.0,DC,Washington,20009,Unknown,1,1900.0
2982,1001417271.0,DC,Washington,20009,Unknown,2,2611.0
2983,2067038490,DC,Washington,20009,0.0,,
2984,1001416427.0,DC,Washington,20008,Unknown,0,1866.0
2985,1001416427.0,DC,Washington,20008,Unknown,1,2422.0
2986,2090415386.0,DC,Washington,20036,Unknown,1,2880.0
2987,2090415386.0,DC,Washington,20036,Unknown,2,4350.0
2988,2090691680,DC,Washington,20007,1.0,,
2989,2084431273,DC,Washington,20020,1.0,,
2990,2080789202,DC,Washington,20009,1.0,,
2991,1049552968.0,DC,Washington,20009,Unknown,0,1529.0
2992,1049552968.0,DC,Washington,20009,Unknown,1,2286.0
2993,1049552968.0,DC,Washington,20009,Unknown,2,3250.0
2994,2061704582,DC,Washington,20009,1.0,,
2995,1049557167.0,DC,Washington,20016,Unknown,1,1976.0
2996,1049557167.0,DC,Washington,20016,Unknown,2,3144.0
2997,2060181659,DC,Washington,20011,1.0,,
