zpid,id,lotId,imgSrc,hasImage,statusType,statusText,detailUrl,latLong,units,variableData,badgeInfo,buildingName,isBuilding,address,addressStreet,addressState,addressCity,addressZipcode,providerListingId,canSaveBuilding,has3DModel,isFeaturedListing,isSaved,list,relaxed,area,availabilityDate,baths,beds,countryCurrency,hasAdditionalAttributions,hasVideo,hdpData,isHomeRec,isUndisclosedAddress,isUserClaimingOwner,isUserConfirmedClaim,isZillowOwned,pgapt,price,sgapt,shouldShowZestimateAsPrice,unformattedPrice,zestimate
42.014637_rrc2*-rrc_87.669075,42.014637_rrc2*-rrc_87.669075,1000887818,https://photos.zillowstatic.com/fp/85f9b9255a1ca1c99d26392edf3052f6-p_e.jpg,True,FOR_RENT,The Sherwin at Jarvis Square,/b/the-sherwin-at-jarvis-square-chicago-il-5XcPv2/,"{'latitude': 42.014637, 'longitude': -87.669075}","[{'price': '$1,250+', 'beds': '0'}, {'price': '$1,550+', 'beds': '1'}]","{'type': 'TIME_ON_INFO', 'text': None}",,The Sherwin at Jarvis Square,True,"1608 W Sherwin Ave, Chicago, IL",1608 W  Sherwin Ave  # 306,IL,Chicago,60626,31w225kj9w1q1,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.9036_rrc2*-rrc_87.66941,41.9036_rrc2*-rrc_87.66941,2104154306,https://photos.zillowstatic.com/fp/f3a65268d8e6fb778424e62e7a67278c-p_e.jpg,True,FOR_RENT,Wicker Park Connection,/b/wicker-park-connection-chicago-il-9S22pc/,"{'latitude': 41.9036, 'longitude': -87.66941}","[{'price': '$2,395+', 'beds': '1'}, {'price': '$3,595+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Wicker Park Connection,True,"1640 W Division St, Chicago, IL",1640 W  Division St   # 805-H,IL,Chicago,60622,4wpruc7jjpkb,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.896423_rrc2*-rrc_87.656,41.896423_rrc2*-rrc_87.656,2177553355,https://photos.zillowstatic.com/fp/42f5acd6169c5b2a98b910539e9a2a65-p_e.jpg,True,FOR_RENT,Nevele 22,/b/nevele-22-chicago-il-9hjv2P/,"{'latitude': 41.896423, 'longitude': -87.656}","[{'price': '$1,677+', 'beds': '0'}, {'price': '$2,185+', 'beds': '1'}, {'price': '$3,200+', 'beds': '2'}, {'price': '$4,500+', 'beds': '3'}]","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'INCOME_RESTRICTED', 'text': 'Income Restricted'}",Nevele 22,True,"1122 W Chicago Ave, Chicago, IL",1122 W  Chicago Ave  # 703,IL,Chicago,60642,21ug21jfv70me,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.882977_rrc2*-rrc_87.65115,41.882977_rrc2*-rrc_87.65115,2425206039,https://photos.zillowstatic.com/fp/a672c8a5613354d05591a259bd6fec4c-p_e.jpg,True,FOR_RENT,Union West,/b/union-west-chicago-il-CK22/,"{'latitude': 41.882977, 'longitude': -87.65115}","[{'price': '$2,173+', 'beds': '0'}, {'price': '$2,661+', 'beds': '1'}, {'price': '$4,045+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Union West,True,"939 W Washington St, Chicago, IL",939 W  Washington St   # U1117,IL,Chicago,60607,114vg7dqg3f2t,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.888706_rrc2*-rrc_87.646645,41.888706_rrc2*-rrc_87.646645,1001574946,https://photos.zillowstatic.com/fp/e4ece598add5c6dea98d32307124961e-p_e.jpg,True,FOR_RENT,K2 Apartments,/b/k2-apartments-chicago-il-5XkG63/,"{'latitude': 41.888706, 'longitude': -87.646645}","[{'price': '$2,068+', 'beds': '0'}, {'price': '$2,430+', 'beds': '1'}, {'price': '$4,169+', 'beds': '2'}, {'price': '$5,056+', 'beds': '3'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,K2 Apartments,True,"365 N Halsted St, Chicago, IL",365 N  Halsted St   Apt 905,IL,Chicago,60661,nece46z3yev3,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.880608_rrc2*-rrc_87.65441,41.880608_rrc2*-rrc_87.65441,2329773080,https://photos.zillowstatic.com/fp/3728a51f28ac7c1652bc5fa60adc63d3-p_e.jpg,True,FOR_RENT,Monroe Aberdeen Place,/b/monroe-aberdeen-place-chicago-il-BG8kTP/,"{'latitude': 41.880608, 'longitude': -87.65441}","[{'price': '$2,950+', 'beds': '1'}, {'price': '$3,530+', 'beds': '2'}, {'price': '$4,507+', 'beds': '3'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated today'}",,Monroe Aberdeen Place,True,"1050 W Monroe St, Chicago, IL",1050 W  Monroe St   # 3352696,IL,Chicago,60607,js1rc6ymgcx9,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.95764_rrc2*-rrc_87.64949,41.95764_rrc2*-rrc_87.64949,1001146748,https://photos.zillowstatic.com/fp/296d59820168ba7171a5f9081b6ce490-p_e.jpg,True,FOR_RENT,Reside on Clarendon,/b/reside-on-clarendon-chicago-il-5XfbkJ/,"{'latitude': 41.95764, 'longitude': -87.64949}","[{'price': '$1,230+', 'beds': '0'}, {'price': '$1,365+', 'beds': '1'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,Reside on Clarendon,True,"4157 N Clarendon Ave, Chicago, IL",4157 N  Clarendon Ave  Apt 403,IL,Chicago,60613,9xryn6p5pwze,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
42.004475_rrc2*-rrc_87.66043,42.004475_rrc2*-rrc_87.66043,1001149123,https://photos.zillowstatic.com/fp/39ee58fdb69928664413cf2d5f5987c9-p_e.jpg,True,FOR_RENT,Sheridan Terrace - 6725 N Sheridan Rd,/b/sheridan-terrace-6725-n-sheridan-rd-chicago-il-5Xfcjm/,"{'latitude': 42.004475, 'longitude': -87.66043}","[{'price': '$1,029+', 'beds': '0'}, {'price': '$1,272+', 'beds': '1'}, {'price': '$1,851+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Sheridan Terrace - 6725 N Sheridan Rd,True,"6725 N Sheridan Rd, Chicago, IL",6725 N  Sheridan Rd   Apt 513,IL,Chicago,60626,14f19eg252eb1,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
2060449627,2060449627,,https://photos.zillowstatic.com/fp/ff5c0260fadebc8735dc98c87f312990-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/1623-w-belmont-chicago-il-9zHk/,"{'latitude': 41.939537, 'longitude': -87.66953}",,"{'type': 'TIME_ON_INFO', 'text': '61 days ago', 'data': {'isFresh': False}}",,,,"1623 W Belmont, 1623 W Belmont Ave #B09, Chicago, IL 60657",1623 W Belmont Ave #B09,IL,Chicago,60657,2gvk7jx3g462w,,False,True,False,True,False,430.0,2023-04-01 00:00:00,1.0,1.0,$,False,False,"{'homeInfo': {'zpid': 2060449627, 'streetAddress': '1623 W Belmont Ave #B09', 'zipcode': '60657', 'city': 'Chicago', 'state': 'IL', 'latitude': 41.939537, 'longitude': -87.66953, 'price': 1495.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 430.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1495.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# B09'}}",False,False,False,False,False,ForRent,"$1,495/mo",For Rent,False,1495.0,
2064140470,2064140470,,https://photos.zillowstatic.com/fp/800612611858629f35cd46e0d55cac5e-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/701-715-west-brompton-chicago-il-5XjPwW/,"{'latitude': 41.946384, 'longitude': -87.64686}",,"{'type': 'TIME_ON_INFO', 'text': '99 days ago', 'data': {'isFresh': False}}",,,,"701-715 West Brompton, 701 W Brompton Ave, Chicago, IL 60657",701 W Brompton Ave #D145DA574,IL,Chicago,60657,1xmd6aqgb3f3r,,False,True,False,True,False,,,1.0,1.0,$,False,False,"{'homeInfo': {'zpid': 2064140470, 'streetAddress': '701 W Brompton Ave #D145DA574', 'zipcode': '60657', 'city': 'Chicago', 'state': 'IL', 'latitude': 41.946384, 'longitude': -87.64686, 'price': 1895.0, 'datePriceChanged': 1675065600000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1584, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1895.0, 'priceChange': 300, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# d145da574'}}",False,False,False,False,False,ForRent,"$1,895+/mo",For Rent,False,1895.0,
41.940422_rrc2*-rrc_87.640396,41.940422_rrc2*-rrc_87.640396,1104693,https://photos.zillowstatic.com/fp/043a15632babcb5a579e39e422b81058-p_e.jpg,True,FOR_RENT,Wave Lakeview,/b/wave-lakeview-chicago-il-CP6m/,"{'latitude': 41.940422, 'longitude': -87.640396}","[{'price': '$1,941+', 'beds': '0'}, {'price': '$1,969+', 'beds': '1'}, {'price': '$3,593+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,Wave Lakeview,True,"420 W Belmont Ave, Chicago, IL",420 W  Belmont Ave  # 5G-R,IL,Chicago,60657,1pa09eryc96xb,False,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.917328_rrc2*-rrc_87.68873,41.917328_rrc2*-rrc_87.68873,2104547058,https://photos.zillowstatic.com/fp/5125f1014fefe948d6d74b1114fa44d4-p_e.jpg,True,FOR_RENT,AM 1980,/b/am-1980-chicago-il-9S5MNy/,"{'latitude': 41.917328, 'longitude': -87.68873}","[{'price': '$1,925+', 'beds': '0'}, {'price': '$1,830+', 'beds': '1'}, {'price': '$3,726+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,AM 1980,True,"1980 N Milwaukee Ave, Chicago, IL",1980 N  Milwaukee Ave  Apt 611,IL,Chicago,60647,1a67ztf8r9c8n,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.90431_rrc2*-rrc_87.62906,41.90431_rrc2*-rrc_87.62906,1182623,https://photos.zillowstatic.com/fp/2cfde6ffc7b9815d2f923cdacfd2bcb6-p_e.jpg,True,FOR_RENT,Gild,/b/gild-chicago-il-D4YB/,"{'latitude': 41.90431, 'longitude': -87.62906}","[{'price': '$2,170+', 'beds': '0'}, {'price': '$3,710+', 'beds': '1'}, {'price': '$5,200+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Gild,True,"1210 N State Pkwy, Chicago, IL",1210 N  State Pkwy # 1107,IL,Chicago,60610,2m2h535vq91jy,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.87174_rrc2*-rrc_87.67771,41.87174_rrc2*-rrc_87.67771,2563697202,https://photos.zillowstatic.com/fp/543adb2e7653bfaba25fca2242448333-p_e.jpg,True,FOR_RENT,Cadence,/b/cadence-chicago-il-C5j5H5/,"{'latitude': 41.87174, 'longitude': -87.67771}","[{'price': '$1,641+', 'beds': '0'}, {'price': '$2,002+', 'beds': '1'}, {'price': '$2,502+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Cadence,True,"2050 W Ogden Ave, Chicago, IL",2050 W  Ogden Ave  # 416,IL,Chicago,60612,518dpcr6hztc9,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.877197_rrc2*-rrc_87.62899,41.877197_rrc2*-rrc_87.62899,1281384,https://photos.zillowstatic.com/fp/478f0c3eb55c19fcc282a197ee1acc2e-p_e.jpg,True,FOR_RENT,Fisher Building City Apartments,/b/fisher-building-city-apartments-chicago-il-Dtgh/,"{'latitude': 41.877197, 'longitude': -87.62899}","[{'price': '$1,795+', 'beds': '0'}, {'price': '$1,930+', 'beds': '1'}, {'price': '$2,635+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Fisher Building City Apartments,True,"343 S Dearborn St, Chicago, IL",343 S  Dearborn St   Apt 0605,IL,Chicago,60604,1uvrg0dgysyrf,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.87116_rrc2*-rrc_87.62474,41.87116_rrc2*-rrc_87.62474,1308936,https://photos.zillowstatic.com/fp/a0f57f16f240bc6e6a47ced2c1f94b0f-p_e.jpg,True,FOR_RENT,820 S Michigan,/b/820-s-michigan-chicago-il-F89z/,"{'latitude': 41.87116, 'longitude': -87.62474}","[{'price': '$1,499+', 'beds': '0'}, {'price': '$2,599+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,820 S Michigan,True,"820 S Michigan Ave, Chicago, IL",820 S  Michigan Ave  # 402,IL,Chicago,60605,53jfs2pahyc5k,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.91991_rrc2*-rrc_87.78917,41.91991_rrc2*-rrc_87.78917,1151260848,https://photos.zillowstatic.com/fp/f8b60152dea0b0761a789dbc520c6124-p_e.jpg,True,FOR_RENT,Galewood Flats,/b/galewood-flats-chicago-il-65hYFM/,"{'latitude': 41.91991, 'longitude': -87.78917}","[{'price': '$2,200+', 'beds': '2'}, {'price': '$2,600+', 'beds': '3'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Galewood Flats,True,"2025 N Natchez Ave, Elmwood Park, IL",2025 N  Natchez Ave  # 2W,IL,Elmwood Park,60707,47v025mbhr9uv,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.943657_rrc2*-rrc_87.643394,41.943657_rrc2*-rrc_87.643394,1001050123,https://photos.zillowstatic.com/fp/ee2be9c991fd4eb7348f1f2482b61d9f-p_e.jpg,True,FOR_RENT,Reside on Roscoe,/b/reside-on-roscoe-chicago-il-5XdnVM/,"{'latitude': 41.943657, 'longitude': -87.643394}","[{'price': '$1,415+', 'beds': '0'}, {'price': '$1,755+', 'beds': '1'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Reside on Roscoe,True,"532 W Roscoe St, Chicago, IL",532 W  Roscoe St   Apt 572,IL,Chicago,60657,4cwcyxu3ywea9,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.89819_rrc2*-rrc_87.62128,41.89819_rrc2*-rrc_87.62128,1001136182,https://photos.zillowstatic.com/fp/3591e27eeef4aa26cde702b68f6ff546-p_e.jpg,True,FOR_RENT,The Chatelaine,/b/the-chatelaine-chicago-il-5XfWLf/,"{'latitude': 41.89819, 'longitude': -87.62128}","[{'price': '$2,010+', 'beds': '1'}]","{'type': 'TIME_ON_INFO', 'text': None}",,The Chatelaine,True,"215 E Chestnut St, Chicago, IL",215 E  Chestnut St   # 2151704,IL,Chicago,60611,5e5c9vhned127,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.998703_rrc2*-rrc_87.65988,41.998703_rrc2*-rrc_87.65988,1000938295,https://photos.zillowstatic.com/fp/056eb05e8bd772f4caf43a196c7f0aee-p_e.jpg,True,FOR_RENT,Sheridan Lake - 6401 N Sheridan Rd,/b/sheridan-lake-6401-n-sheridan-rd-chicago-il-5Xcqw9/,"{'latitude': 41.998703, 'longitude': -87.65988}","[{'price': '$1,332+', 'beds': '1'}, {'price': '$1,908+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Sheridan Lake - 6401 N Sheridan Rd,True,"6401 N Sheridan Rd, Chicago, IL",6401 N  Sheridan Rd   Suite 1-0508,IL,Chicago,60626,5e0qem9dcfjfx,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.93523_rrc2*-rrc_87.63888,41.93523_rrc2*-rrc_87.63888,1001378138,https://photos.zillowstatic.com/fp/bbb75679602a789ee6e58346c09d9244-p_e.jpg,True,FOR_RENT,The Van der Rohe,/b/the-van-der-rohe-chicago-il-5XhZ7X/,"{'latitude': 41.93523, 'longitude': -87.63888}","[{'price': '$2,010+', 'beds': '1'}, {'price': '$2,725+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,The Van der Rohe,True,"2933 N Sheridan Rd, Chicago, IL",2933 N  Sheridan Rd   # 29330307,IL,Chicago,60657,2y1ccpfxb74bp,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.897297_rrc2*-rrc_87.64276,41.897297_rrc2*-rrc_87.64276,2198152517,https://photos.zillowstatic.com/fp/53c9eb75b65d0761e6a5f436f3de541f-p_e.jpg,True,FOR_RENT,853 North Larrabee,/b/853-north-larrabee-chicago-il-9nJzQS/,"{'latitude': 41.897297, 'longitude': -87.64276}","[{'price': '$1,757+', 'beds': '0'}, {'price': '$2,295+', 'beds': '1'}]","{'type': 'TIME_ON_INFO', 'text': None}",,853 North Larrabee,True,"853 N Larrabee St, Chicago, IL",853 N  Larrabee St   # 314,IL,Chicago,60610,1qgy5k3zt84nz,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.767673_rrc2*-rrc_87.587494,41.767673_rrc2*-rrc_87.587494,1001011131,https://photos.zillowstatic.com/fp/722508d8d9201b8db68c4001842671fe-p_e.jpg,True,FOR_RENT,7003 S Harper,/b/7003-s-harper-chicago-il-5XdSGb/,"{'latitude': 41.767673, 'longitude': -87.587494}","[{'price': '$1,030+', 'beds': '1'}, {'price': '$995+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,7003 S Harper,True,"7003 S Harper Ave, Chicago, IL",7003 S  Harper Ave  Unit 15053,IL,Chicago,60637,tejgm1t4gt5x,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
42.014256_rrc2*-rrc_87.66372,42.014256_rrc2*-rrc_87.66372,1001117694,https://photos.zillowstatic.com/fp/bc263a984de948ba414d42fcb25cc07c-p_e.jpg,True,FOR_RENT,Sheridan Apartments,/b/sheridan-apartments-chicago-il-5XfMdM/,"{'latitude': 42.014256, 'longitude': -87.66372}","[{'price': '$1,200+', 'beds': '1'}, {'price': '$1,400+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated today'}",,Sheridan Apartments,True,"7301 N Sheridan Rd, Chicago, IL",7301 N  Sheridan Rd   # 201,IL,Chicago,60626,4y2unb55j4wb8,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.951782_rrc2*-rrc_87.649284,41.951782_rrc2*-rrc_87.649284,2404099851,https://photos.zillowstatic.com/fp/aa443f205ff65a4b613d9b8671cd9f14-p_e.jpg,True,FOR_RENT,The Residences at the Eagle Building - 3833 N Broadway,/b/the-residences-at-the-eagle-building-3833-n-broadway-chicago-il-BW3W5H/,"{'latitude': 41.951782, 'longitude': -87.649284}","[{'price': '$2,750+', 'beds': '1'}, {'price': '$3,450+', 'beds': '2'}, {'price': '$5,500+', 'beds': '3'}]","{'type': 'TIME_ON_INFO', 'text': None}",,The Residences at the Eagle Building - 3833 N Broadway,True,"3817-45 N Broadway St, Chicago, IL",3817-45 N  Broadway St   # 3833-612,IL,Chicago,60613,3hga95u9q0twq,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.992912_rrc2*-rrc_87.6565,41.992912_rrc2*-rrc_87.6565,2000052208,https://photos.zillowstatic.com/fp/39ba83bd02ea0804beece6ccf368d071-p_e.jpg,True,FOR_RENT,Kenmore Place - 6119 N Kenmore Ave,/b/kenmore-place-6119-n-kenmore-ave-chicago-il-95xB22/,"{'latitude': 41.992912, 'longitude': -87.6565}","[{'price': '$1,016+', 'beds': '0'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Kenmore Place - 6119 N Kenmore Ave,True,"6119 N Kenmore Ave, Chicago, IL",6119 N  Kenmore Ave  Apt 408,IL,Chicago,60660,18sep754um3um,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.904446_rrc2*-rrc_87.62619,41.904446_rrc2*-rrc_87.62619,1001044824,https://photos.zillowstatic.com/fp/439ea209d8885b18f6d849c8dc001665-p_e.jpg,True,FOR_RENT,65 East Scott,/b/65-east-scott-chicago-il-5XdkJD/,"{'latitude': 41.904446, 'longitude': -87.62619}","[{'price': '$1,685+', 'beds': '0'}, {'price': '$1,990+', 'beds': '1'}, {'price': '$3,050+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,65 East Scott,True,"65 E Scott St, Chicago, IL",65 E  Scott St   # 6516E,IL,Chicago,60610,m8294w6cdce2,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.936787_rrc2*-rrc_87.639824,41.936787_rrc2*-rrc_87.639824,1001261517,https://photos.zillowstatic.com/fp/f565ef277f1f87a7dab8af1f2e9dcb6f-p_e.jpg,True,FOR_RENT,3000 N Sheridan,/b/3000-n-sheridan-chicago-il-5XgZXW/,"{'latitude': 41.936787, 'longitude': -87.639824}","[{'price': '$4,445+', 'beds': '2'}, {'price': '$3,680+', 'beds': '3'}]","{'type': 'TIME_ON_INFO', 'text': None}",,3000 N Sheridan,True,"3000 N Sheridan Rd, Chicago, IL",3000 N  Sheridan Rd   Apt 17F,IL,Chicago,60657,5fvzsg0ac4w1e,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.88286_rrc2*-rrc_87.63424,41.88286_rrc2*-rrc_87.63424,1001449859,https://photos.zillowstatic.com/fp/2b67b3fae50c87adc17f4d5022c3b7e4-p_e.jpg,True,FOR_RENT,215 West Apartments,/b/215-west-apartments-chicago-il-5XjBzF/,"{'latitude': 41.88286, 'longitude': -87.63424}","[{'price': '$1,925+', 'beds': '0'}, {'price': '$2,525+', 'beds': '1'}, {'price': '$3,171+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,215 West Apartments,True,"215 W Washington St, Chicago, IL",215 W  Washington St   Apt 4306,IL,Chicago,60606,323aq3mftktcd,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
2081673156,2081673156,,https://photos.zillowstatic.com/fp/0ec26ab76fc005a01526ffddbcedb926-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/731-s-plymouth-chicago-il-Crzp/,"{'latitude': 41.872547, 'longitude': -87.62837}",,"{'type': 'TIME_ON_INFO', 'text': '103 days ago', 'data': {'isFresh': False}}",,,,"731 S Plymouth, 731 S Plymouth Ct APT 513, Chicago, IL 60605",731 S Plymouth Ct APT 513,IL,Chicago,60605,52yu1x0rnxy3n,,False,True,False,True,False,1010.0,,1.0,2.0,$,False,False,"{'homeInfo': {'zpid': 2081673156, 'streetAddress': '731 S Plymouth Ct APT 513', 'zipcode': '60605', 'city': 'Chicago', 'state': 'IL', 'latitude': 41.872547, 'longitude': -87.62837, 'price': 2300.0, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 1010.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1950, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2300.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 513'}}",False,False,False,False,False,ForRent,"$2,300/mo",For Rent,False,2300.0,
41.89391_rrc2*-rrc_87.61649,41.89391_rrc2*-rrc_87.61649,1248623,https://photos.zillowstatic.com/fp/0ada38ced6e9ec231f5faed1c8caeb84-p_e.jpg,True,FOR_RENT,Axis Apartments and Lofts,/b/axis-apartments-and-lofts-chicago-il-Dc47/,"{'latitude': 41.89391, 'longitude': -87.61649}","[{'price': '$1,740+', 'beds': '0'}, {'price': '$2,285+', 'beds': '1'}, {'price': '$2,805+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Axis Apartments and Lofts,True,"441 E Erie St, Chicago, IL",441 E  Erie St   # 4414211,IL,Chicago,60611,3pv91pgam5nkk,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.964302_rrc2*-rrc_87.65071,41.964302_rrc2*-rrc_87.65071,1001325459,https://photos.zillowstatic.com/fp/4ef19319728d471e67fa2f1e02f63e97-p_e.jpg,True,FOR_RENT,The Legacy HB at Clarendon Park,/b/the-legacy-hb-at-clarendon-park-chicago-il-5Xh8BS/,"{'latitude': 41.964302, 'longitude': -87.65071}","[{'price': '$1,600+', 'beds': '1'}, {'price': '$1,950+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,The Legacy HB at Clarendon Park,True,"4520 N Clarendon Ave, Chicago, IL",4520 N  Clarendon Ave  Apt 202,IL,Chicago,60640,16p7na95kqr32,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.88608_rrc2*-rrc_87.634224,41.88608_rrc2*-rrc_87.634224,2454275845,https://photos.zillowstatic.com/fp/ccdbbc2ff29d1438d1c64b5abe353896-p_e.jpg,True,FOR_RENT,Lake and Wells,/b/lake-and-wells-chicago-il-Bgk239/,"{'latitude': 41.88608, 'longitude': -87.634224}","[{'price': '$1,805+', 'beds': '0'}, {'price': '$2,355+', 'beds': '1'}, {'price': '$3,955+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,Lake and Wells,True,"210 N Wls, Chicago, IL",210 N Wls  # 3203,IL,Chicago,60601,3153d0jqzt87n,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
2061160027,2061160027,,https://photos.zillowstatic.com/fp/230c11fd94ccf45cce44ef8374b7b83b-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/the-franklin-building-chicago-il-5jQZTS/,"{'latitude': 41.874878, 'longitude': -87.628944}",,"{'type': 'TIME_ON_INFO', 'text': '103 days ago', 'data': {'isFresh': False}}",,,,"The Franklin Building, 525 S Dearborn St, Chicago, IL 60605",525 S Dearborn St #E41059CAC,IL,Chicago,60605,drgv801y5a04,,False,True,False,True,False,550.0,,1.0,0.0,$,False,False,"{'homeInfo': {'zpid': 2061160027, 'streetAddress': '525 S Dearborn St #E41059CAC', 'zipcode': '60605', 'city': 'Chicago', 'state': 'IL', 'latitude': 41.874878, 'longitude': -87.628944, 'price': 1550.0, 'datePriceChanged': 1675411200000, 'bathrooms': 1.0, 'bedrooms': 0.0, 'livingArea': 550.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1550.0, 'priceChange': 55, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# e41059cac'}}",False,False,False,False,False,ForRent,"$1,550+/mo",For Rent,False,1550.0,
