zpid,id,lotId,imgSrc,hasImage,statusType,statusText,detailUrl,latLong,units,variableData,badgeInfo,buildingName,isBuilding,address,addressStreet,addressState,addressCity,addressZipcode,providerListingId,canSaveBuilding,has3DModel,isFeaturedListing,isSaved,list,relaxed,area,availabilityDate,baths,beds,countryCurrency,hasAdditionalAttributions,hasVideo,hdpData,isHomeRec,isUndisclosedAddress,isUserClaimingOwner,isUserConfirmedClaim,isZillowOwned,pgapt,price,sgapt,shouldShowZestimateAsPrice,unformattedPrice,zestimate
41.809177_rrc2*-rrc_87.59248,41.809177_rrc2*-rrc_87.59248,1001129686,https://photos.zillowstatic.com/fp/ca2c139753d3157ef522830201cea91b-p_e.jpg,True,FOR_RENT,4700 Lake Park,/b/4700-lake-park-chicago-il-5XfSd6/,"{'latitude': 41.809177, 'longitude': -87.59248}","[{'price': '$1,148+', 'beds': '0'}, {'price': '$1,720+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,4700 Lake Park,True,"4700 S Lake Park Ave, Chicago, IL",4700 S  Lake Park Ave  # 1-2601,IL,Chicago,60615,2p3gbdh22rdvy,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.901283_rrc2*-rrc_87.63322,41.901283_rrc2*-rrc_87.63322,2391733710,https://photos.zillowstatic.com/fp/bbabf52b6be83cdb7f710029d701d96a-p_e.jpg,True,FOR_RENT,1000 N LaSalle,/b/1000-n-lasalle-chicago-il-BStPf4/,"{'latitude': 41.901283, 'longitude': -87.63322}","[{'price': '$1,662+', 'beds': '0'}, {'price': '$1,979+', 'beds': '1'}, {'price': '$2,994+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,1000 N LaSalle,True,"1000 N Lasalle Dr, Chicago, IL",1000 N  Lasalle Dr   # 1668216,IL,Chicago,60610,m1azbxhcc7py,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.958115_rrc2*-rrc_87.651085,41.958115_rrc2*-rrc_87.651085,1000927465,https://photos.zillowstatic.com/fp/70834fc445d69f955db8dfee9fbb3a50-p_e.jpg,True,FOR_RENT,Buena Shores,/b/buena-shores-chicago-il-5XckQ8/,"{'latitude': 41.958115, 'longitude': -87.651085}","[{'price': '$1,785+', 'beds': '2'}, {'price': '$2,070+', 'beds': '3'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Buena Shores,True,"833 W Buena Ave, Chicago, IL",833 W  Buena Ave  # 8331709,IL,Chicago,60613,183ux4n9yjsqz,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.80282_rrc2*-rrc_87.586136,41.80282_rrc2*-rrc_87.586136,1001310536,https://photos.zillowstatic.com/fp/9113073ae4cf8372e9eb1b8eebb8480f-p_e.jpg,True,FOR_RENT,Algonquin Apartments,/b/algonquin-apartments-chicago-il-5Xgzxv/,"{'latitude': 41.80282, 'longitude': -87.586136}","[{'price': '$1,315+', 'beds': '0'}, {'price': '$1,600+', 'beds': '1'}, {'price': '$1,750+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,Algonquin Apartments,True,"1606 E Hyde Park Blvd, Chicago, IL",1606 E  Hyde Park Blvd # 6-012B,IL,Chicago,60615,481xmcjc3pan6,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
2073650816,2073650816,,https://photos.zillowstatic.com/fp/dd781a2faf2c6ba36ada75179641fdac-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/1236-48-w-lawrence-4806-12-n-magnolia-chicago-il-Bqnb45/,"{'latitude': 41.969185, 'longitude': -87.661064}",,"{'type': 'TIME_ON_INFO', 'text': '89 days ago', 'data': {'isFresh': False}}",,,,"1236-48 W Lawrence / 4806-12 N Magnolia, 4806 N Magnolia Ave #201, Chicago, IL 60640",4806 N Magnolia Ave #201,IL,Chicago,60640,u2vcv636j2x0,,False,True,False,True,False,783.0,,1.0,1.0,$,False,False,"{'homeInfo': {'zpid': 2073650816, 'streetAddress': '4806 N Magnolia Ave #201', 'zipcode': '60640', 'city': 'Chicago', 'state': 'IL', 'latitude': 41.969185, 'longitude': -87.661064, 'price': 1875.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 783.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1424, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1875.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 201'}}",False,False,False,False,False,ForRent,"$1,875/mo",For Rent,False,1875.0,
41.80409_rrc2*-rrc_87.58454,41.80409_rrc2*-rrc_87.58454,1001092776,https://photos.zillowstatic.com/fp/e316fddcd3e34e053cc7d9f97bd0af73-p_e.jpg,True,FOR_RENT,Twin Towers,/b/twin-towers-chicago-il-5Xf9Gq/,"{'latitude': 41.80409, 'longitude': -87.58454}","[{'price': '$1,291+', 'beds': '0'}, {'price': '$1,435+', 'beds': '1'}, {'price': '$1,749+', 'beds': '2'}, {'price': '$3,106+', 'beds': '3'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,Twin Towers,True,"1649 E 50th St, Chicago, IL",1649 E  50th St   # 1-016N,IL,Chicago,60615,2ydpzccprw2qn,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
80852533,80852533,,https://photos.zillowstatic.com/fp/0a3679df94a900cf66b6d80439602fd9-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/7334-n-ridge-apartments-chicago-il-5XjjRS/,"{'latitude': 42.01533, 'longitude': -87.68403}",,"{'type': 'TIME_ON_INFO', 'text': '64 days ago', 'data': {'isFresh': False}}",,,,"7334 N Ridge Apartments, 7334 N Ridge Blvd APT 307, Chicago, IL 60645",7334 N Ridge Blvd APT 307,IL,Chicago,60645,58ydmsh0scrkp,,False,True,False,True,False,721.0,2023-03-01 00:00:00,1.0,1.0,$,False,False,"{'homeInfo': {'zpid': 80852533, 'streetAddress': '7334 N Ridge Blvd APT 307', 'zipcode': '60645', 'city': 'Chicago', 'state': 'IL', 'latitude': 42.01533, 'longitude': -87.68403, 'price': 1200.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 721.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1150, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1200.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 103570.0, 'unit': 'Apt 307'}}",False,False,False,False,False,ForRent,"$1,200/mo",For Rent,False,1200.0,
2066682388,2066682388,,https://photos.zillowstatic.com/fp/d4c28ce80f62dde893608a8dbdd92db9-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/junior-terrace-chicago-il-5XjD9k/,"{'latitude': 41.96061, 'longitude': -87.650536}",,"{'type': 'TIME_ON_INFO', 'text': '6 days ago', 'data': {'isFresh': False}}",,,,"Junior Terrace, 808 W Junior Ter, Chicago, IL 60613",808 W Junior Ter #38756373C,IL,Chicago,60613,444rv54pzx9fs,,False,True,False,True,False,900.0,,1.0,2.0,$,False,False,"{'homeInfo': {'zpid': 2066682388, 'streetAddress': '808 W Junior Ter #38756373C', 'zipcode': '60613', 'city': 'Chicago', 'state': 'IL', 'latitude': 41.96061, 'longitude': -87.650536, 'price': 1695.0, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 900.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1695.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 38756373c'}}",False,False,False,False,False,ForRent,"$1,695+/mo",For Rent,False,1695.0,
41.91391_rrc2*-rrc_87.68215,41.91391_rrc2*-rrc_87.68215,2391052602,https://photos.zillowstatic.com/fp/4df880026e66366d5f5d3b56f716857d-p_e.jpg,True,FOR_RENT,606Blue Apartments,/b/606blue-apartments-chicago-il-BSmbyt/,"{'latitude': 41.91391, 'longitude': -87.68215}","[{'price': '$2,200+', 'beds': '1'}, {'price': '$3,075+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,606Blue Apartments,True,"1743 N Leavitt Ave, Chicago, IL",1743 N  Leavitt Ave  # 318,IL,Chicago,60647,4j6b349krq56p,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
42.008278_rrc2*-rrc_87.66225,42.008278_rrc2*-rrc_87.66225,1001125729,https://photos.zillowstatic.com/fp/2bad9e6af51a8aa50d5967f6e4b4a4b6-p_e.jpg,True,FOR_RENT,6954 N. SHERIDAN,/b/6954-n.-sheridan-chicago-il-5XfQzL/,"{'latitude': 42.008278, 'longitude': -87.66225}","[{'price': '$1,050+', 'beds': '0'}, {'price': '$1,250+', 'beds': '1'}]","{'type': 'TIME_ON_INFO', 'text': None}",,6954 N. SHERIDAN,True,"6954 N Sheridan Rd, Chicago, IL",6954 N  Sheridan Rd   Apt 205,IL,Chicago,60626,127gkb5ad4by6,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.943226_rrc2*-rrc_87.6415,41.943226_rrc2*-rrc_87.6415,930845,https://photos.zillowstatic.com/fp/b608f7b758762acb10a4e849cf6670af-p_e.jpg,True,FOR_RENT,425 West Roscoe,/b/425-west-roscoe-chicago-il-9vgr/,"{'latitude': 41.943226, 'longitude': -87.6415}","[{'price': '$1,195+', 'beds': '0'}, {'price': '$1,495+', 'beds': '1'}]","{'type': 'TIME_ON_INFO', 'text': None}",,425 West Roscoe,True,"425 W Roscoe St, Chicago, IL",425 W  Roscoe St   # 9890dad41,IL,Chicago,60657,2yzdf5u2m2p9s,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.80031_rrc2*-rrc_87.58595,41.80031_rrc2*-rrc_87.58595,2365483841,https://photos.zillowstatic.com/fp/0368c465322409db264ed12942b9f108-p_e.jpg,True,FOR_RENT,5252,/b/5252-chicago-il-BNLHmR/,"{'latitude': 41.80031, 'longitude': -87.58595}","[{'price': '$2,450+', 'beds': '0'}, {'price': '$2,450+', 'beds': '1'}, {'price': '$3,400+', 'beds': '2'}, {'price': '$8,350+', 'beds': '3'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,5252,True,"5252 S Cornell Ave, Chicago, IL",5252 S  Cornell Ave  # 4f6313abb,IL,Chicago,60615,4n5su20tjgunx,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.869884_rrc2*-rrc_87.63113,41.869884_rrc2*-rrc_87.63113,1139786175,https://photos.zillowstatic.com/fp/be06984c1a4e06082f56b9d7c35d788c-p_e.jpg,True,FOR_RENT,1000 South Clark,/b/1000-south-clark-chicago-il-63j37M/,"{'latitude': 41.869884, 'longitude': -87.63113}","[{'price': '$1,783+', 'beds': '0'}, {'price': '$2,114+', 'beds': '1'}, {'price': '$3,205+', 'beds': '2'}, {'price': '$7,015+', 'beds': '3'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,1000 South Clark,True,"1000 S Clark St, Chicago, IL",1000 S  Clark St   Unit 1411,IL,Chicago,60605,13pvu05t17zqm,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
2066756788,2066756788,,https://photos.zillowstatic.com/fp/efc3749f83611e6e7df53c07fcb09fcd-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/211-e.-delaware-chicago-il-5XjDbh/,"{'latitude': 41.899002, 'longitude': -87.621315}",,"{'type': '3D_HOME', 'text': '3D Tour'}",,,,"211 E. Delaware, 211 E Delaware Pl, Chicago, IL 60611",211 E Delaware Pl #DAB16A34E,IL,Chicago,60611,1492nc6vhvkaj,,True,True,False,True,False,,,1.0,0.0,$,False,False,"{'homeInfo': {'zpid': 2066756788, 'streetAddress': '211 E Delaware Pl #DAB16A34E', 'zipcode': '60611', 'city': 'Chicago', 'state': 'IL', 'latitude': 41.899002, 'longitude': -87.621315, 'price': 1245.0, 'datePriceChanged': 1674633600000, 'bathrooms': 1.0, 'bedrooms': 0.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1768, 'listing_sub_type': {}, 'priceReduction': '$250 (Jan 25)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1245.0, 'priceChange': -250, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# dab16a34e'}}",False,False,False,False,False,ForRent,"$1,245+/mo",For Rent,False,1245.0,
41.79777_rrc2*-rrc_87.59777,41.79777_rrc2*-rrc_87.59777,2563223989,https://photos.zillowstatic.com/fp/920ef679c70555f0fbc59ba84431d69d-p_e.jpg,True,FOR_RENT,5401-5415 S. University Ave,/b/5401-5415-s.-university-ave-chicago-il-C5d4Bf/,"{'latitude': 41.79777, 'longitude': -87.59777}","[{'price': '$3,395+', 'beds': '3'}]","{'type': 'TIME_ON_INFO', 'text': None}",,5401-5415 S. University Ave,True,"5401-5415 S University Ave, Chicago, IL",5401-5415 S  University Ave  # 5411-3,IL,Chicago,60615,1z6dqy64ps16c,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
2059995509,2059995509,,https://photos.zillowstatic.com/fp/e6025233a8b192946aa358a5ee359525-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/943-n.-crosby-st.-chicago-il-9RxmDm/,"{'latitude': 41.899864, 'longitude': -87.64326}",,"{'type': 'TIME_ON_INFO', 'text': '20 days ago', 'data': {'isFresh': False}}",,,,"943 N. Crosby St., 943 N Crosby St #307, Chicago, IL 60610",943 N Crosby St #307,IL,Chicago,60610,5gbd66h9ukw29,,False,True,False,True,False,,2023-03-01 00:00:00,1.0,1.0,$,False,False,"{'homeInfo': {'zpid': 2059995509, 'streetAddress': '943 N Crosby St #307', 'zipcode': '60610', 'city': 'Chicago', 'state': 'IL', 'latitude': 41.899864, 'longitude': -87.64326, 'price': 2175.0, 'datePriceChanged': 1675756800000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'priceReduction': '$75 (Feb 7)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2175.0, 'priceChange': -75, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 307'}}",False,False,False,False,False,ForRent,"$2,175/mo",For Rent,False,2175.0,
41.93057_rrc2*-rrc_87.71132,41.93057_rrc2*-rrc_87.71132,2173668540,https://photos.zillowstatic.com/fp/a7657f7b4efc2a687db34631c357c434-p_e.jpg,True,FOR_RENT,2700-14 N. Spaulding,/b/2700-14-n.-spaulding-chicago-il-9h4t2S/,"{'latitude': 41.93057, 'longitude': -87.71132}","[{'price': '$1,095+', 'beds': '0'}, {'price': '$1,450+', 'beds': '1'}]","{'type': 'TIME_ON_INFO', 'text': None}",,2700-14 N. Spaulding,True,"2700-14 N Spaulding Ave, Chicago, IL",2700-14 N  Spaulding Ave  # 4666117,IL,Chicago,60647,41w5bsm0qtgev,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.934647_rrc2*-rrc_87.640594,41.934647_rrc2*-rrc_87.640594,1001132741,https://photos.zillowstatic.com/fp/53d18b8159b615e83499d96e67d31508-p_e.jpg,True,FOR_RENT,426 W. Surf,/b/426-w.-surf-chicago-il-5XfTvR/,"{'latitude': 41.934647, 'longitude': -87.640594}","[{'price': '$1,275+', 'beds': '0'}, {'price': '$1,495+', 'beds': '1'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,426 W. Surf,True,"426 W Surf St, Chicago, IL",426 W  Surf St   # d22b016c7,IL,Chicago,60657,5arft1zvmfb95,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
2129468530,2129468530,,https://photos.zillowstatic.com/fp/3c655ef32035436a020b93086a19d2f6-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/1211-n.-lasalle-dr.-chicago-il-9ggzXx/,"{'latitude': 41.90429, 'longitude': -87.63268}",,"{'type': 'TIME_ON_INFO', 'text': '35 days ago', 'data': {'isFresh': False}}",,,,"1211 N. LaSalle Dr., 1211 N Lasalle St APT 204, Chicago, IL 60610",1211 N Lasalle St APT 204,IL,Chicago,60610,2wzqfvcpcuzwz,,False,True,False,True,False,714.0,,1.0,1.0,$,False,False,"{'homeInfo': {'zpid': 2129468530, 'streetAddress': '1211 N Lasalle St APT 204', 'zipcode': '60610', 'city': 'Chicago', 'state': 'IL', 'latitude': 41.90429, 'longitude': -87.63268, 'price': 2404.0, 'datePriceChanged': 1675152000000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 714.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1967, 'listing_sub_type': {}, 'priceReduction': '$391 (Jan 31)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2404.0, 'priceChange': -391, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 204'}}",False,False,False,False,False,ForRent,"$2,404/mo",For Rent,False,2404.0,
2095468366,2095468366,,https://photos.zillowstatic.com/fp/9f1079aa50f32a9f3e7c42aac1c6947a-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/596-west-hawthorne-chicago-il-5Xj9yk/,"{'latitude': 41.9444, 'longitude': -87.6452}",,"{'type': 'TIME_ON_INFO', 'text': '29 days ago', 'data': {'isFresh': False}}",,,,"596 West Hawthorne, 596 W Hawthorne Pl, Chicago, IL 60657",596 W Hawthorne Pl #1067176,IL,Chicago,60657,3ydpmp1my9yxb,,False,True,False,True,False,,,1.0,0.0,$,False,False,"{'homeInfo': {'zpid': 2095468366, 'streetAddress': '596 W Hawthorne Pl #1067176', 'zipcode': '60657', 'city': 'Chicago', 'state': 'IL', 'latitude': 41.9444, 'longitude': -87.6452, 'price': 1129.0, 'bathrooms': 1.0, 'bedrooms': 0.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1268, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1129.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 1067176'}}",False,False,False,False,False,ForRent,"$1,129+/mo",For Rent,False,1129.0,
41.892174_rrc2*-rrc_87.61717,41.892174_rrc2*-rrc_87.61717,1151232030,https://photos.zillowstatic.com/fp/aefdccbfbb6bae2d155da6c8b53197f7-p_e.jpg,True,FOR_RENT,Moment,/b/moment-chicago-il-65hKFF/,"{'latitude': 41.892174, 'longitude': -87.61717}","[{'price': '$2,280+', 'beds': '0'}, {'price': '$2,520+', 'beds': '1'}, {'price': '$4,115+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,Moment,True,"545 N McClurg Ct, Chicago, IL",545 N  McClurg Ct   # 205,IL,Chicago,60611,19ctqc2hfh813,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.887432_rrc2*-rrc_87.62501,41.887432_rrc2*-rrc_87.62501,1001114096,https://photos.zillowstatic.com/fp/690500e358fd5ce4521c523333a65e05-p_e.jpg,True,FOR_RENT,320 N. Michigan,/b/320-n.-michigan-chicago-il-5XfL8w/,"{'latitude': 41.887432, 'longitude': -87.62501}","[{'price': '$1,765+', 'beds': '0'}, {'price': '$1,975+', 'beds': '1'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,320 N. Michigan,True,"320 N Michigan Ave, Chicago, IL",320 N  Michigan Ave  # f85f25ae0,IL,Chicago,60601,485e2aham4d59,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
2064023519,2064023519,,https://photos.zillowstatic.com/fp/b06822496eb075acadd9bb0f6113dcb7-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/2420-north-kedzie-chicago-il-5XfFBm/,"{'latitude': 41.925613, 'longitude': -87.708084}",,"{'type': 'TIME_ON_INFO', 'text': '40 days ago', 'data': {'isFresh': False}}",,,,"2420 North Kedzie, 2420 N Kedzie Blvd, Chicago, IL 60647",2420 N Kedzie Blvd #EF698A988,IL,Chicago,60647,24r8cbthxx3xc,,False,True,False,True,False,,,1.0,0.0,$,False,False,"{'homeInfo': {'zpid': 2064023519, 'streetAddress': '2420 N Kedzie Blvd #EF698A988', 'zipcode': '60647', 'city': 'Chicago', 'state': 'IL', 'latitude': 41.925613, 'longitude': -87.708084, 'price': 1395.0, 'datePriceChanged': 1672387200000, 'bathrooms': 1.0, 'bedrooms': 0.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1150, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1395.0, 'priceChange': 245, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# ef698a988'}}",False,False,False,False,False,ForRent,"$1,395+/mo",For Rent,False,1395.0,
41.8682_rrc2*-rrc_87.63212,41.8682_rrc2*-rrc_87.63212,1999998413,https://photos.zillowstatic.com/fp/6456bd4810fb9bfd944a86a43f6b4fa2-p_e.jpg,True,FOR_RENT,Roosevelt Collection Lofts,/b/roosevelt-collection-lofts-chicago-il-95whb9/,"{'latitude': 41.8682, 'longitude': -87.63212}","[{'price': '$2,367+', 'beds': '1'}, {'price': '$2,414+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,Roosevelt Collection Lofts,True,"1135 S Delano Ct E, Chicago, IL",1135 S  Delano Ct   E  # E614,IL,Chicago,60605,4kbeuwjwpkybf,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.88493_rrc2*-rrc_87.654816,41.88493_rrc2*-rrc_87.654816,2103810197,https://photos.zillowstatic.com/fp/3bed5353dd344c6c5cf2b6b340c315be-p_e.jpg,True,FOR_RENT,One Six Six,/b/one-six-six-chicago-il-9Rx6Tz/,"{'latitude': 41.88493, 'longitude': -87.654816}","[{'price': '$2,325+', 'beds': '0'}, {'price': '$3,005+', 'beds': '1'}, {'price': '$4,260+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,One Six Six,True,"166 N Aberdeen St, Chicago, IL",166 N  Aberdeen St   # 1204,IL,Chicago,60607,4cu2jqjz453qv,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.863586_rrc2*-rrc_87.64516,41.863586_rrc2*-rrc_87.64516,2103816017,https://photos.zillowstatic.com/fp/9fbc4d568447254a295837fc0d5ca4ee-p_e.jpg,True,FOR_RENT,X Chicago,/b/x-chicago-chicago-il-9Rx8vm/,"{'latitude': 41.863586, 'longitude': -87.64516}","[{'price': '$1,187+', 'beds': '1'}, {'price': '$2,374+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,X Chicago,True,"710 W 14th Pl, Chicago, IL",710 W  14th Pl   # db03aac04,IL,Chicago,60607,573h0vpqe3ypb,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.89189_rrc2*-rrc_87.628334,41.89189_rrc2*-rrc_87.628334,1001308171,https://photos.zillowstatic.com/fp/80457e0e32cfaa079b61662d2968cd4e-p_e.jpg,True,FOR_RENT,GRAND PLAZA,/b/grand-plaza-chicago-il-5Xgyyd/,"{'latitude': 41.89189, 'longitude': -87.628334}","[{'price': '$2,081+', 'beds': '0'}, {'price': '$2,333+', 'beds': '1'}, {'price': '$3,430+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,GRAND PLAZA,True,"540 N State St, Chicago, IL",540 N  State St   Apt 3211,IL,Chicago,60654,1q1dz7benzp6q,False,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
2112016284,2112016284,,https://photos.zillowstatic.com/fp/85fda86a8b7d53b72911f46579b1000c-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/grand-plaza-chicago-il-5Xgyyd/,"{'latitude': 41.89146, 'longitude': -87.62817}",,"{'type': 'TIME_ON_INFO', 'text': '29 days ago', 'data': {'isFresh': False}}",,,,"GRAND PLAZA, 540 N State St APT 3908, Chicago, IL 60654",540 N State St APT 3908,IL,Chicago,60654,1q1dz7benzp6q,,False,True,False,True,False,820.0,2023-03-10 00:00:00,1.0,1.0,$,False,False,"{'homeInfo': {'zpid': 2112016284, 'streetAddress': '540 N State St APT 3908', 'zipcode': '60654', 'city': 'Chicago', 'state': 'IL', 'latitude': 41.89146, 'longitude': -87.62817, 'price': 2595.0, 'datePriceChanged': 1675756800000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 820.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2727, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2595.0, 'priceChange': 25, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 3908'}}",False,False,False,False,False,ForRent,"$2,595/mo",For Rent,False,2595.0,
41.895443_rrc2*-rrc_87.65258,41.895443_rrc2*-rrc_87.65258,2313878412,https://photos.zillowstatic.com/fp/d71a09ab8fc947486bf609f0b3f0f03e-p_e.jpg,True,FOR_RENT,Spoke,/b/spoke-chicago-il-BCNdSQ/,"{'latitude': 41.895443, 'longitude': -87.65258}","[{'price': '$1,645+', 'beds': '0'}, {'price': '$2,452+', 'beds': '1'}, {'price': '$3,656+', 'beds': '2'}, {'price': '$7,060+', 'beds': '3'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,Spoke,True,"728 N Morgan St, Chicago, IL",728 N  Morgan St   # 711,IL,Chicago,60642,jsct2e486s2x,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
